이름,종류,위도,경도,도로명주소,전화번호,휴무,영업시간
365보배약국,동물약국,34.96170959,127.517842,전라남도 순천시 봉화2길 99,50713601172,연중무휴,"월~토 09:00~21:00, 일 13:00~21:00"
365부평프라자약국,동물약국,37.49416036,126.722543,인천광역시 부평구 부평문화로 57,325045767,법정공휴일,"월~금 08:30~20:00, 토 08:30~18:30, 일 09:30~18:30"
365상무중앙약국,동물약국,35.15210509,126.848919,광주광역시 서구 상무중앙로 58,627168575,연중무휴,매일 09:00~21:00
365새누리약국,동물약국,37.53288516,126.864166,서울특별시 양천구 등촌로 32,226481858,연중무휴,"월~금 08:00~21:00, 토 08:00~19:00, 일, 법정공휴일 12:00~21:00"
365세심당약국,동물약국,37.0052847,127.267452,경기도 안성시 인지2길 6,316720365,"매주 토, 일, 법정공휴일",월~금 10:00~18:00
365스마일약국,동물약국,36.6468459,126.676462,충청남도 홍성군 홍북읍 홍학로 95,50713473657,연중무휴,"월~토 08:20~22:00, 일 09:00~21:00"
365스마일약국,동물약국,36.29676441,127.326147,대전광역시 서구 관저로 27,423420045,연중무휴,"월~금 08:00~21:00, 토 08:00~17:00, 일 09:00~17:00, 법정공휴일 09:00~17:00"
365약국,동물약국,37.6086296,127.029459,서울특별시 성북구 동소문로 321,29851365,연중무휴,매일 09:00~20:30
365약국,동물약국,37.89269547,127.053239,경기도 동두천시 지행로 53,318584435,연중무휴,"월~금 09:00~20:00, 토 09:00~16:00, 일, 법정공휴일 09:00~15:00"
365약국,동물약국,37.56679537,127.189247,경기도 하남시 미사강변중앙로 226,317940367,연중무휴,"월~금 09:00~22:30, 토 09:00~23:00, 일 09:00~23:00, 법정공휴일 09:00~23:00"
365약국,동물약국,37.530938,126.737815,인천광역시 계양구 오조산로 1,325470365,연중무휴,"월~금 09:00~23:00, 토 09:00~23:00"
365약국,동물약국,36.56380959,128.701616,경상북도 안동시 경상북도대로 385,548588896,연중무휴,"월~금 08:00~22:00, 토 08:00~22:00, 일 11:00~22:00, 법정공휴일 08:00~22:00"
365에펠약국,동물약국,37.5637312,127.191742,경기도 하남시 미사강변동로 95,317913650,연중무휴,"월~금 10:00~22:00, 토 10:00~22:00, 일 10:00~22:00, 법정공휴일 10:00~22:00"
365열린동물약국,동물약국,36.05112542,129.362223,경상북도 포항시 북구 중앙로 438,542460369,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~13:00"
365열린약국,동물약국,37.54350072,126.952887,서울특별시 마포구 백범로 199,260102720,연중무휴,"월~금 08:00~21:00, 토~일, 법정공휴일 08:00~17:00"
365열린약국,동물약국,37.5267661,126.905231,서울특별시 영등포구 영중로 119,25687807,연중무휴,매일 09:00~23:00
365열린약국,동물약국,37.49399577,126.858255,서울특별시 구로구 남부순환로97길 3,236660784,연중무휴,매일 08:30~22:30
365열린약국,동물약국,37.13674837,127.072748,경기도 오산시 경기도대로 133,313740360,연중무휴,"월~금 08:30~22:00, 토 08:30~22:00, 일 08:30~22:00, 법정공휴일 08:30~22:00"
365열린약국,동물약국,37.48899384,126.739736,인천광역시 부평구 부일로 87,325043650,"매주 토, 일",월~금 09:00~17:00
365열린약국,동물약국,36.82837272,127.138014,충청남도 천안시 서북구 쌍용대로 348,415552968,연중무휴,매일 11:00~21:00
365열린약국,동물약국,35.49995959,129.428845,울산광역시 동구 방어진순환도로 652,50714740334,연중무휴,"월~금 09:00~19:00, 토~일 09:00~14:00"
365열린온누리약국,동물약국,37.45674659,126.641302,인천광역시 미추홀구 낙섬중로 105,328910012,"매주 일요일, 법정공휴일","월~토 09:00~20:00, 토 09:00~20:00"
365열린큰약국,동물약국,37.31279759,127.081667,경기도 용인시 수지구 성복2로 38,,"매주 일요일, 법정공휴일","월~금 09:00~18:00, 토 09:00~13:00"
365올리브약국,동물약국,37.63058484,127.024886,서울특별시 강북구 도봉로 242,50714399992,연중무휴,"월~금 09:00~20:00, 토 09:00~18:00, 일 12:00~18:00"
365올바른약국,동물약국,37.39558003,126.9305,경기도 안양시 만안구 태평로52번길 21,314647511,연중무휴,"월~금 08:30~20:00, 토 08:00~18:00, 일 10:00~18:00, 법정공휴일 10:00~18:00"
365우리약국,동물약국,37.95747664,127.317846,경기도 포천시 일동면 화동로 1056,315336127,연중무휴,"월~금 08:30~20:00, 토 08:30~21:00, 일 09:00~21:00, 법정공휴일 09:00~21:00"
365웃장대형약국,동물약국,34.95778968,127.484419,전라남도 순천시 중앙로 136,617535522,연중무휴,"월~금 08:30~22:00, 토 08:30~22:00, 일 09:00~22:00, 법정공휴일 09:00~22:00"
365일박사약국,동물약국,35.83882525,127.059182,전라북도 전주시 덕진구 기지로 77,632263650,연중무휴,"월~금 09:00~22:00, 토 09:00~22:00, 일 09:00~22:00, 법정공휴일 09:00~22:00"
365정화약국,동물약국,37.65616028,127.061515,서울특별시 노원구 상계로 59,29354869,연중무휴,"월~토 09:00~23:00, 일, 법정공휴일 13:00~23:00"
365조은약국,동물약국,37.37353225,126.854765,경기도 시흥시 목감중앙로 47,314031178,"매주 토, 일","월~금 08:00~21:00, 법정공휴일 09:00~18:00"
365종로약국,동물약국,37.67750362,126.769088,경기도 고양시 일산서구 일산로 530,319215232,연중무휴,"월~일, 법정공휴일 11:00~21:00"
365종로약국,동물약국,35.04273831,126.717106,전라남도 나주시 대호길 85-1,610000000,연중무휴,"월~금 12:00~22:00, 토 12:00~22:00, 일, 법정공휴일 14:00~20:00"
365종로온누리약국,동물약국,37.72065011,127.202725,경기도 남양주시 진접읍 해밀예당1로 221,7042284523,연중무휴,"월~금 09:00~21:00, 토~일, 법정공휴일 09:00~17:00"
365청솔약국,동물약국,35.18079009,128.559752,경상남도 창원시 마산합포구 월남동5가 4-1,552429223,연중무휴,"월~금 09:00~21:00, 토 09:00~21:00, 일 09:00~21:00, 법정공휴일 09:00~21:00"
365큰사랑 약국,동물약국,36.31717516,127.391794,대전광역시 중구 계백로 1543,425273650,연중무휴,"월~토 09:00~22:00, 일 14:00~22:00, 법정공휴일 14:00~22:00"
365푸른약국,동물약국,37.60117414,127.174405,경기도 남양주시 다산지금로 131,315651283,연중무휴,"월~일, 법정공휴일 09:00~21:00"
365프라자약국,동물약국,37.6162737,127.079279,서울특별시 중랑구 공릉로 63,29784266,"매주 일요일, 법정공휴일","월~금 09:00~21:00, 토 09:00~15:00"
365플러스약국,동물약국,37.57454832,127.038768,서울특별시 동대문구 천호대로 133,29630110,연중무휴,매일 10:00~22:00
365행복약국,동물약국,37.63662358,127.068915,서울특별시 노원구 한글비석로 57,24692490,연중무휴,매일 10:00~21:00
365행복약국,동물약국,37.35119311,126.742914,경기도 시흥시 마유로418번길 18,314314691,연중무휴,"월~금 09:00~20:00, 토~일 09:00~18:00, 법정공휴일 09:00~18:00"
365행복약국,동물약국,37.40151653,126.722066,인천광역시 남동구 논고개로123번길 35,50713438184,연중무휴,"월~금 08:30~20:00, 토 08:30~16:00, 일 10:30~14:00"
365행운약국,동물약국,37.68360562,126.775361,경기도 고양시 일산서구 일중로 46,319752511,연중무휴,"월~금 09:00~19:00, 토 09:00~17:00, 일 09:00~13:00"
369펜션,펜션,33.47371025,126.645997,제주특별자치도 제주시 조천읍 와흘로 369,647268266,연중무휴,매일 16:00~11:00
38 COFFEE,카페,38.00149385,128.115654,강원도 인제군 남면 설악로 1129,334619966,연중무휴,매일 08:30~20:30
38 DEGREE,카페,38.19104367,128.58822,강원도 속초시 엑스포로 27,50713440380,매주 수요일,목~화 12:00~22:00
38도씨식당,식당,37.54942988,126.921615,서울특별시 마포구 와우산로17길 19-17,50713398387,연중무휴,매일 17:00~01:00
3층 온누리약국,동물약국,37.27484277,127.118779,경기도 용인시 기흥구 기흥역로 63,313072882,연중무휴,"월~금 09:00~21:00, 토 09:00~21:00, 일 09:00~21:00, 법정공휴일 09:00~21:00"
3층 조은약국,동물약국,37.53203561,126.63023,인천광역시 서구 청라한내로72번길 23,325675080,,
3층365약국,동물약국,37.65758391,126.770856,경기도 고양시 일산동구 중앙로1261번길 55,319263069,연중무휴,매일 09:50~20:10
3층약국,동물약국,37.57014164,126.903832,서울특별시 마포구 월드컵북로 230,23064743,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~15:00"
3층엔 참약국,동물약국,37.65410546,127.244118,경기도 남양주시 늘을2로14번길 3,315933315,매주 일요일,"월~목 09:30~19:00, 금 09:30~20:00, 토 09:30~15:00"
3층엠코약국,동물약국,37.59833282,127.091624,서울특별시 중랑구 망우로 353,24347707,연중무휴,"월~금 09:00~21:00, 토 09:00~18:00, 일 09:00~12:00"
3층온누리약국,동물약국,37.48340505,126.776519,경기도 부천시 경인로 190,327216506,매주 일요일,"월~금 08:30~18:00, 토 08:30~16:00"
3층큰별약국,동물약국,37.32081608,126.844722,경기도 안산시 상록구 화랑로 513,314837180,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00"
3층파란문약국,동물약국,37.52704046,126.964892,서울특별시 용산구 한강대로 69,27969008,"매주 일요일, 법정공휴일","월~금 10:00~15:00, 토 10:00~15:30"
3층행복약국,동물약국,37.39114116,127.126207,경기도 성남시 분당구 양현로94번길 19,317011042,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00"
41번길약국,동물약국,35.1752187,129.106402,부산광역시 수영구 과정로41번길 20,517544997,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~13:30"
41약국,동물약국,37.52817831,126.875772,서울특별시 양천구 목동동로 293,226547774,"매주 일요일, 법정공휴일",월~토 09:30~20:00
4층 다나약국,동물약국,37.48256382,126.953099,서울특별시 관악구 관악로 195,28789529,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~13:00"
4u동물메디컬센타,동물병원,37.30902799,126.830635,경기도 안산시 단원구 광덕대로 142,313648220,연중무휴,매일 00:00~24:00
518기념공원,여행지,35.15574851,126.858584,광주광역시 서구 상무민주로 61,623765197,연중무휴,매일 00:00~24:00
518기념문화센터,문예회관,35.15830536,126.857556,광주광역시 서구 내방로 152,623765197,전시공연에 따라 변동,전시공연에 따라 변동
521펫살롱,미용,35.18396239,129.0734,부산광역시 연제구 거제대로178번길 55-1,50713479521,"매주 수, 금","일~화, 목 10:00~17:00, 토 10:00~19:00"
525그루밍,위탁관리,35.85950785,128.576593,대구광역시 중구 남산로17길 147,50714750526,매주 일요일,월~토 10:00~19:00
59캣독,반려동물용품,34.87918922,128.628108,경상남도 거제시 거제중앙로 1796,50714420260,연중무휴,매일 10:00~22:00
5층약국,동물약국,37.50513416,126.753732,경기도 부천시 상동로 90,323275525,"매주 일요일, 법정공휴일","월~금 09:00~18:00, 토 09:00~13:00"
5층우리약국,동물약국,37.32461943,127.097592,경기도 용인시 수지구 풍덕천로 149,318962393,"매주 일요일, 법정공휴일","월~금 09:00~18:30, 토 09:00~15:00"
625전쟁체험기념관,박물관,38.58407952,128.373679,강원도 고성군 현내면 통일전망대로 453,336820088,연중무휴,매일 09:00~16:50
63아트,미술관,37.51966416,126.939909,서울특별시 영등포구 63로 50,27895101,연중무휴,매일 10:00~22:00
7번약국,동물약국,37.6382539,127.025489,서울특별시 강북구 도봉로 339,29047773,연중무휴,"월~토 09:00~01:00, 일, 법정공휴일 13:00~01:00"
7번약국,동물약국,35.16703134,129.115848,부산광역시 수영구 수영로 690-5,517522525,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~13:00"
8번가위드팜약국,동물약국,37.5630334,126.943333,서울특별시 서대문구 성산로 515,23134588,"매주 일요일, 법정공휴일","월~금 09:00~19:00, 토 09:00~14:00"
92버터샵,카페,36.13772258,128.423821,경상북도 구미시 산호대로33길 18,50713535615,"매주 일, 월",화~토 11:00~20:00
953공방,반려동물용품,35.1369211,129.101989,부산광역시 남구 용소로13번길 27,,,
9시약국,동물약국,37.51959711,126.805155,경기도 부천시 소사로 712,322270250,연중무휴,"월~일, 법정공휴일 09:00~21:00"
가가약국,동물약국,35.8182778,128.532552,대구광역시 달서구 월배로 183,536437691,홈플러스 휴무일,매일 10:00~24:00
가가호호오도독,반려동물용품,35.99052352,128.395617,경상북도 칠곡군 왜관읍 강변대로 1266,549770464,휴무일 변동,매일 11:00~22:00
가경 나음 동물병원,동물병원,36.61872947,127.432392,충청북도 청주시 흥덕구 서현로 90,432367975,매주 일요일,"월~금 10:00~19:00, 토 10:00~19:00"
가경공원,여행지,36.61266041,127.437237,충청북도 청주시 흥덕구 서부로 1241-31,432014435,연중무휴,매일 00:00~24:00
가고파 약국,동물약국,35.19985818,128.566038,경상남도 창원시 마산합포구 완월동15길 22,552439832,"매주 일요일, 법정공휴일","월~금 08:30~18:30, 토 08:30~13:30"
가곡우리약국,동물약국,34.98008132,127.484586,전라남도 순천시 가곡동 964-11,617540070,"매주 일요일, 법정공휴일","월~금 08:40~18:30, 토 08:40~13:00"
가까운 광명약국,동물약국,37.42421462,126.887063,경기도 광명시 덕안로104번길 17,226128150,"매주 일요일, 법정공휴일","월~금 08:30~18:00, 토 08:30~13:00"
가까운 대학약국,동물약국,37.28300695,127.435301,경기도 이천시 영창로 108,316341102,"매주 토, 일, 법정공휴일",월~금 08:30~18:00
가까운 새서울약국,동물약국,37.53082426,127.112289,서울특별시 송파구 토성로 18,24778205,"매주 토, 일",월~금 08:30~18:30
가까운 약국,동물약국,35.15795506,129.056806,부산광역시 부산진구 가야대로 779,518191421,연중무휴,"월~금 09:00~19:00, 토 09:00~17:00, 일 09:00~19:00, 법정공휴일 09:00~19:00"
가까운 온누리 약국,동물약국,36.0130488,129.340889,경상북도 포항시 남구 희망대로 614,542779695,법정공휴일,"월~금 09:00~20:00, 토 09:00~16:00"
가까운 정문약국,동물약국,37.01654735,127.261271,경기도 안성시 남파로 99,316747789,"매주 토, 일, 법정공휴일",월~금 08:30~18:30
가까운 태평양약국,동물약국,37.44372983,127.139111,경기도 성남시 수정구 수정로171번길 8,317528020,"매주 토, 일, 법정공휴일",월~금 10:00~18:00
가까운동물병원,동물병원,36.60660067,127.489953,충청북도 청주시 서원구 1순환로 1109,432887533,"매주 토, 일",월~금 09:00~18:00
가까운사랑약국,동물약국,37.54616183,127.143454,서울특별시 강동구 양재대로 1576,24284428,매주 일요일,"월~금 08:30~20:30, 토 08:30~18:00"
가까운약국,동물약국,37.51746312,126.896494,서울특별시 영등포구 당산로 34,50713078231,"매주 일요일, 법정공휴일","월~금 09:00~22:00, 토 09:00~17:00"
